NPAID	SMILES
NPA020974	CC[C@H]1[C@H]([C@@H](C/C(=C\C=C/[C@@H](C(OC(=O)/C(=C\C(=C/[C@H]([C@H]1O)C)\C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)/C=C\C)C)OC(=O)/C=C/C(=O)NC3=C(CCC3=O)O)O)O)OC)/C)C)O
NPA020975	CCC[C@H]1C(=O)NC[C@H](C[C@H]([C@H](CC/C(=C/C=C\[C@H](CCCC(=O)CCCC[C@H](C[C@H](C(=O)O1)C)C)CC)/COC)O)O)O
NPA020976	CC1=C(C(=CC=C1)O)C(=O)O[C@H](C)C2=CC=CC3=NC4=C(C=CC=C4N=C32)C(=O)O
NPA020977	C[C@@H]1CC[C@@]2([C@@H](C[C@H]([C@@H](O2)[C@H](C)C(=O)C3=CC=CN3)C)C)O[C@H]1CC4=NC5=C(C=CC=C5O4)C(=O)O
NPA020978	C[C@@H](C(=O)NC(CCC(=O)N[C@H](CCC[C@H](C(=O)O)N)C(=O)NCC(=O)O)C(=O)O)NC(=O)[C@@H](C)O
NPA020979	C[C@@H]1[C@H](CC[C@@H](O1)O[C@H]2CC[C@@H](O[C@@H]2C)O[C@H]3[C@@H](O[C@@H](C[C@@H]3N(C)C)O[C@@H]4C[C@]([C@H](C5=C4C(=C6C(=C5)C(=O)C7=C(C6=O)C(=CC=C7)O)O)C(=O)OC)(CC(=O)C)O)C)O
NPA020980	C[C@@H]1[C@H](CC[C@@H](O1)O[C@@H]2[C@@H](O[C@@H](C[C@@H]2O)O[C@@H]3[C@@H](O[C@@H](C[C@@H]3N(C)C)O[C@@H]4C[C@]([C@H](C5=C4C(=C6C(=C5)C(=O)C7=C(C6=O)C(=CC=C7)O)O)C(=O)OC)(CC(=O)C)O)C)C)O
NPA020981	C[C@H]1[C@@H](CC[C@@H](O1)O[C@@H]2[C@@H](O[C@H](C[C@@H]2O)O[C@H]3[C@@H](O[C@@H](C[C@@H]3N(C)C)O[C@H]4C[C@]([C@H](C5=C4C(=C6C(=C5)C(=O)C7=C(C6=O)C(=CC=C7)O)O)C(=O)OC)(CC(=O)C)O)C)C)O
NPA020982	C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@]([C@@H](C3=C2C(=C4C(=C3)C(=O)C5=C(C4=O)C(=CC=C5)O)O)C(=O)OC)(CC(=O)C)O)N(C)C)O
NPA020983	C[C@@H]1[C@@H]([C@@H](C[C@H](O1)O[C@@H]2[C@@H](O[C@@H](C[C@@H]2N(C)C)O[C@H]3C[C@@]([C@@H](C4=C3C(=C5C(=C4)C(=O)C6=C(C5=O)C(=CC=C6)O)O)C(=O)OC)(CC(=O)C)O)C)O)O
NPA020984	C[C@@H]1[C@H](CC[C@@H](O1)O[C@H]2CC[C@H](O[C@@H]2C)O[C@@H]3[C@@H](O[C@@H](C[C@@H]3N(C)C)O[C@@H]4C[C@]([C@@H](C5=C4C(=C6C(=C5)C(=O)C7=C(C6=O)C(=CC=C7)O)O)C(=O)OC)(C)O)C)O
NPA020985	C[C@H]1[C@H](CC[C@@H](O1)O[C@H]2[C@H](O[C@@H](C[C@H]2O)O[C@H]3[C@H](O[C@@H](C[C@@H]3N(C)C)O[C@H]4C[C@@]([C@@H](C5=C4C(=C6C(=C5)C(=O)C7=C(C6=O)C(=CC=C7)O)O)C(=O)OC)(C)O)C)C)O
NPA020986	C[C@H]1[C@@H](CC[C@@H](O1)O[C@H]2[C@H](O[C@@H](C[C@H]2O)O[C@H]3[C@H](O[C@@H](C[C@H]3N(C)C)O[C@H]4C[C@@]([C@@H](C5=C4C(=C6C(=C5)C(=O)C7=C(C6=O)C(=CC=C7)O)O)C(=O)OC)(C)O)C)C)O
NPA020987	C[C@H]1[C@@H]([C@H](C[C@H](O1)O[C@@H]2C[C@]([C@@H](C3=C2C(=C4C(=C3)C(=O)C5=C(C4=O)C(=CC=C5)O)O)C(=O)OC)(C)O)N(C)C)O
NPA020988	C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2[C@@H](O[C@@H](C[C@@H]2N(C)C)O[C@H]3C[C@@]([C@@H](C4=C3C(=C5C(=C4)C(=O)C6=C(C5=O)C(=CC=C6)O)O)C(=O)OC)(C)O)C)O)O
NPA020989	C1C2CNC(CC3=CC(=C(C=C3)O)OC4=CC=C1C=C4)CN2
NPA020990	C[C@@H]1/C=C\C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@@H](C[C@@H](C[C@@H](C[C@@H](CC(=O)C[C@H](CC(=O)O[C@H]1[C@H](C)CC[C@H](CC(=O)C3=CC=C(C=C3)N)O)O)O)O)O)O)O)O)C(=O)O)O[C@@H]4[C@@H]([C@@H]([C@H]([C@H](O4)C)O)N)O
NPA020991	C[C@H]1/C=C\C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C[C@@H]2[C@@H]([C@@H](C[C@@](O2)(C[C@@H](C[C@@H](C[C@H](C[C@@H](CC(=O)C[C@H](CC(=O)O[C@@H]1[C@H](C)CC[C@H](CC(=O)C3=CC=C(C=C3)NC)O)O)O)O)O)O)O)O)C(=O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C)O)N)O
NPA020992	C/C=C/1\C[C@H]2C=NC3=CC=CC=C3C(=O)N2C1
NPA020993	CC(=O)N/C=C/S(=O)C1=C(C(=O)O)N2C(=O)C([C@@H](C)O)[C@H]2C1
NPA020994	CC[C@H](C(=O)NC/C=C/C=C(\C)/[C@H]([C@@H](C)[C@@H]([C@H](/C=C/C=C/C=C/C=C(\C)/C(=C1C(=O)CCN(C1=O)C)O)O)O)OC)[C@@]2(C[C@@H](C([C@@H](O2)/C=C/C=C\C)(C)C)O)O
NPA020995	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COS(=O)(=O)N)O)O)N=C(N=C2N)Cl
NPA020996	CC1=C(C(=O)C2=C(C1=O)[C@@H]3[C@H]4[C@@H]5[C@@H](C[C@H](N5C)[C@@H](N4[C@H]2CO)C#N)[C@@H]6N3CCO6)OC
NPA020997	CC(C)C1C2CC(=C(N2C1=O)C(=O)O)S/C=C/NC(=O)C
NPA020998	CN(C)[C@@H](CO)C(=O)OCC1=CC=C(C2=NC3=C(C=CC=C3N=C12)C(=O)NC4=C(CCC4=O)O)OC
NPA020999	CC(CC(C)C=C(C)C)/C=C/C(=O)NC1=CC(C2C(C1=O)O2)(CCCCC(=O)O)O
NPA021000	CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@H](C[C@]([C@H]([C@H]([C@@H]([C@H](C(=O)O1)CO)O[C@H]2C[C@@]([C@@H]([C@@H](O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O
NPA021001	CC[C@H]1C[C@H](C(=O)/C=C/C(=C/[C@H]([C@H](OC(=O)C[C@H]([C@@H]([C@H]1O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)O)C)O)CC)C)/C)C
NPA021002	CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CCC(O3)CNC)N)N)O)O
NPA021003	CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CCC(O3)CN)N)N)O)O
NPA021004	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)O)N)N)N
NPA021005	C1=C(C2=C(N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)N)C(=O)O
NPA021006	CCC(=O)[C@]1([C@@H](O1)[C@H](C)C[C@@H](C)[C@@H]2[C@H]([C@H]([C@@H](/C=C\[C@@H](CCC/C=C(/[C@@H]3C(=CC[C@](O3)(CC(=O)O2)O)C)\C)O[C@H]4C[C@@H]([C@@H]([C@@H](O4)C)O)OC(=O)N)C)O)C)C
NPA021007	C[C@H]1[C@@H]2[C@H](C[C@@H](O1)O[C@@H]3[C@@H](O[C@H](C[C@@H]3N(C)C)O[C@H]4C[C@@]([C@@H](C5=C4C(=C6C(=C5)C(=O)C7=C(C6=O)C(=CC=C7)O)O)C(=O)OC)(C)O)C)O[C@H]8CC(=O)[C@@H](O[C@H]8O2)C
NPA021008	C[C@@H]1[C@@H]([C@@H](C[C@@H](O1)O[C@H]2C[C@@]([C@@H](C3=C2C(=C4C(=C3)C(=O)C5=C(C4=O)C(=CC=C5)O)O)C(=O)OC)(C)O)N(C)C)O[C@H]6C[C@H]([C@H]([C@H](O6)C)O[C@H]7CCC(=O)[C@@H](O7)C)O
NPA021009	C/C(=C\1/[C@@H]2CC(=C(N2C1=O)C(=O)O)S/C=C/NC(=O)C)/CO
NPA021010	CC(=O)NCCS(=O)C1=C(C(=O)O)N2C(=O)/C(=C(\C)CO)C2C1
NPA021012	C[C@@H](CCCCCCC[C@@H]1C[C@H](CCCCCCCCCCC[C@H](C[C@@H](CCCCCCCCCCC/C=C/C(=O)O1)OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O
NPA021013	CC1=C(C=C2C3=C(C(=CC=C3)O)C(=O)C(=O)C2=C1O)C(=O)C
NPA021014	CC[C@H]([C@@]1(C[C@@H]([C@H](O1)[C@H]2C[C@@H]([C@@H](O2)[C@@]3([C@H](C[C@@H](O3)[C@@]4(CC[C@@]5(O4)C[C@@H]([C@H]([C@H](O5)[C@@H](C)[C@H]([C@](C)(C(=O)O)O)OC(=O)C6=C(C=C(C=C6C)OC)O)C)O)C)OC)C)C)C)C)O
NPA021015	CO[C@@]1([C@H]2N(C1=O)C(=C(CS2)COC(=O)/C=C/C3=CC=C(C=C3)OS(=O)(=O)O)C(=O)O)NC(=O)CCC[C@H](C(=O)O)N
NPA021016	C[C@@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5O)O)([C@@H](C)O)O)N(C)C)O[C@H]6C[C@@H]([C@@H]([C@@H](O6)C)O[C@H]7CCC(=O)[C@@H](O7)C)O
NPA021017	CCCC[C@H]1CC(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)O1)C)C)CC(C)C)C(C)C
NPA021018	CCCCCC[C@@H]1CC(=O)NCC(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)O1)C)C)CC(C)C)C(C)C
NPA021019	CCCCCC[C@H]1CC(=O)NCC(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)O1)C(C)C)C)CC(C)C)C(C)C
NPA021020	C[C@H]1/C=C/C=C(/C(=O)NC2=CC(=O)C3=C(C(=C(C(=C3C2=O)O)C)O)C(=O)/C(=C/[C@@H]4[C@@H]([C@@H]([C@@H]([C@@H]([C@H]([C@@H]([C@H]1O)C)O)C)OC4=O)C)O)/C)\C
NPA021021	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(OC2=O)N
NPA021022	CC[C@@H](C[C@H]1[C@@H](CC[C@@]2(O1)C[C@H]3[C@@H]([C@@H](O2)C[C@]4([C@H](C[C@@H](CO4)C)/C=C\CCC[C@@]([C@H]([C@@H]([C@@H]([C@H]([C@@H]([C@@](/C=C/C(=O)O3)(C)O)O)C)O)O[C@H]5C[C@H]([C@H]([C@H](O5)C)O)OC)O)(C)O)O)C)C)O
NPA021023	C[C@H]1[C@H]([C@H](CC(O1)OC2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5O)O)([C@@H](C)O)O)N)O[C@H](C[C@H](C)O)O[C@@H](C)CO
NPA021024	C[C@H]1[C@H]([C@H](CC(O1)OC2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5O)O)([C@@H](C)O)O)N)OC(C[C@H](C)O)O[C@H](C)CO
NPA021025	C[C@H]1[C@H]([C@H](CC(O1)OC2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5O)O)(C(=O)C)O)N)OC(C[C@H](C)O)OC(C)CO
NPA021026	C[C@H]1[C@H]([C@H](CC(O1)OC2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5O)O)(C(=O)C)O)N)OC(C[C@H](C)O)O[C@H](C)CO
NPA021027	C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O
NPA021028	CC[C@@]1(C[C@H](C2=C([C@@H]1C(=O)OC)C=C3C(=C2O)C(=O)C4=C(C=C(C=C4C3=O)O)O)O[C@@H]5C[C@@H]([C@@H]([C@H](O5)C)O[C@H]6C[C@H]([C@@H]([C@H](O6)C)O[C@H]7CCC(=O)[C@@H](O7)C)O)N(C)C)O
NPA021029	CC(=O)N/C=C/S(=O)C1=C(C(=O)O)N2C(=O)/C(=C(\C)CO)C2C1
NPA021030	C[C@@]1(CC(N=C1C2=C(C=CC=N2)O)C(=O)N)O
NPA021031	C[C@]1(CC(N=C1C2=C(C=CC=N2)O)C(=O)N)O
NPA021032	CC1C2C(CC(O1)OC3C(OC(CC3N(C)C)OC4CC(C(C5=C4C(=C6C(=C5)C(=O)C7=C(C6=O)C(=CC=C7)O)O)C(=O)OC)(CC(=O)C)O)C)OC8CC(=O)C(OC8O2)C
NPA021033	C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@]([C@@H](C3=C2C(=C4C(=C3)C(=O)C5=C(C4=O)C(=CC=C5)O)O)C(=O)OC)(CC(=O)C)O)N(C)C)O[C@@H]6C[C@@H]([C@@H]([C@@H](O6)C)O[C@@H]7CCC(=O)[C@H](O7)C)O
NPA021034	C[C@@H]1[C@@H]([C@@H]([C@@H]([C@H](O1)O[C@H]2[C@@H](O[C@H]([C@@H]([C@H]2O)O)O[C@H]3[C@@H]([C@H](O[C@H]([C@@H]3O)O[C@@H]4[C@@H](O[C@@H]([C@@H]4O)OC5=CC=C(C=C5)C(=O)NCCCNCCCCNCCCCN)CO)CO)O)CO)NC(=O)[C@@H](C)N)O)N
NPA021035	C[C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@@H](O[C@H]([C@@H]([C@H]2O)O)O[C@H]3[C@H]([C@@H](OC(=C)[C@@H]3O)O[C@H]4[C@@H](O[C@H]([C@H]4O)OC5=CC=C(C=C5)C(=O)NCCCNCCCCN)CO)O)CO)NC(=O)[C@@H](C)N)O)N
NPA021036	C[C@@H]1[C@@H]([C@@H]([C@@H]([C@H](O1)O[C@H]2[C@@H](O[C@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@@H]([C@@H](OC(=C)[C@@H]3O)O[C@@H]4[C@H](O[C@H]([C@H]4O)OC5=CC=C(C=C5)C(=O)NCCCNCCCCNCCCCN)CO)O)CO)NC(=O)[C@@H](C)N)O)N
NPA021105	[B-]123O[C@]45O[C@H](C([C@H](C/C=C/[C@H]6O[C@@H]([C@H](C6)OC(=O)[C@@H](O1)[C@]7(O2)O[C@H](C([C@H](C/C=C/[C@H]8O[C@@H]([C@H](C8)OC(=O)[C@H]4O3)C)OC(=O)C)(C)C)CC[C@H]7C)C)OC(=O)C)(C)C)CC[C@H]5C
NPA021106	[B-]123OC4C(=O)OC5CC(/C=C/CC(C(C6CCC(C(O1)(O6)C(O2)C(=O)OC7CC(/C=C/CC(C(C8CCC(C4(O3)O8)C)(C)C)O)OC7C)C)(C)C)OC(=O)C)OC5C
NPA021470	CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)CCC(=O)O)C)C(=C4C)CCC(=O)O)C(=C3C)CCC(=O)O)CCC(=O)O.[Zn+2]
NPA022569	C[C@]12CCCC([C@@H]1CCC3=C2[C@@H](C[C@]4([C@@]3(CC[C@@]5([C@@H]4CN=C(N5)N)C)C)C)O)(C)C.[N+](=O)(O)[O-]
NPA023343	C1C=CC=COC(=O)CC=CC=COC1=O
NPA023835	COC[C@@H]1[C@H]([C@H]([C@@H](C(O1)O[C@H]2[C@H]([C@@H]([C@H](O[C@@H]2O[C@H]3C([C@@H]([C@H](OC3OC[C@@H]4[C@@H]([C@@H]([C@H]([C@H](O4)OC)O)O)O)CO[C@H]5[C@H](C([C@@H]([C@@H](O5)CO[C@@H]6C[C@H]([C@@H]([C@H]([C@H]6O[C@H]7[C@@H](C([C@H]([C@@H](O7)CO)O)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)CO)O)O)O)O)O)O)CO)O)O)O)O)O)CO)O)O)O)O)O.[Ho]
